TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,LOCALITY,SUBLOCALITY,STREET_NAME,LONG_NAME,LATITUDE,LONGITUDE,SUBWAY_STATION,DISTANCE,KINDERGARTEN,SCHOOL,COLLEGE,CAFE,BAR,PARKING,SUPERMARKET,ZIP_CODE
House,589000.0,3,2,1320.0,New York,Kings County,Brooklyn,Abbey Court,40.5905162,-73.9233755,Bay Parkway & 66 Street,5560.267509125499,0.0,5.0,0.0,1.0,3.0,0.0,2.0,11229
Co-op,250000.0,3,1,2184.207862,Queens County,Queens,Jackson Heights,3730,40.7493341,-73.8834178,Elmhurst Avenue,844.6432602462394,1.0,7.0,0.0,28.0,22.0,5.0,41.0,11372
Contingent,1495000.0,3,2,1590.0,New York County,New York,Manhattan,301,40.7561092,-73.9669846,East 53rd Street & 3rd Avenue at Southeast Corner,248.7946126499039,8.0,31.0,6.0,298.0,87.0,46.0,54.0,10022
Co-op,225000.0,1,1,2184.207862,Queens County,Queens,Jamaica,84-40,40.6660965,-73.8478793,111 Street,3557.9411517363183,1.0,2.0,0.0,1.0,0.0,2.0,1.0,11414
Co-op,380000.0,2,1,850.0,Kings County,Brooklyn,Homecrest,1855,40.6041775,-73.9603087,Bay Parkway & 66 Street,2086.316842420846,2.0,22.0,1.0,13.0,1.0,4.0,14.0,11229
Multi-family home,1800000.0,3,5,1974.6415723999999,New York,Bronx County,The Bronx,Nelson Avenue,40.8470503,-73.9188566,181st Street,1252.960746012066,0.0,38.0,0.0,11.0,4.0,3.0,19.0,10453
Townhouse,939000.0,3,2,1728.0,New York,Queens County,Queens,77th Street,40.7223997,-73.8818876,Elmhurst Avenue,2163.091148604568,0.0,6.0,0.0,14.0,6.0,6.0,11.0,11379
Co-op,150000.0,3,1,2184.207862,Queens County,Queens,Rego Park,98-34,40.731183,-73.857622,67th Avenue,585.9930843380359,2.0,6.0,0.0,22.0,5.0,22.0,23.0,11374
Multi-family home,889000.0,5,2,2184.207862,New York,Queens County,Queens,Remington Street,40.6939213,-73.810465,Tracks 11 & 12,674.8297622125713,0.0,7.0,0.0,5.0,7.0,5.0,23.0,11435
Condo,665000.0,2,1,1120.0,Queens County,Queens,Flushing,8009,40.7519149,-73.8861292,Elmhurst Avenue,1182.6193433635867,1.0,6.0,0.0,30.0,21.0,5.0,40.0,11372
Condo,899000.0,1,2,1151.0,Kings County,Brooklyn,Red Hook,95,40.6764286,-74.013234,4th Ave - 9th Street (R) to Bay Ridge,2169.0671311619094,13.0,8.0,0.0,37.0,22.0,0.0,16.0,11231
Townhouse,1127400.0,5,6,1656.5247172000004,New York,New York County,New York,East 80th Street,40.776067,-73.9588179,East 77th Street & Lexington Avenue at Northwest Corner,272.98637386696697,5.0,46.0,1.0,181.0,70.0,18.0,47.0,10075
Townhouse,651000.0,5,6,1413.6831448,New York,New York County,New York,West 136th Street,40.8153973,-73.9412519,Lenox Avenue & 135th Street at Northwest Corner,123.03302120249008,1.0,75.0,2.0,36.0,13.0,1.0,29.0,10030
Townhouse,399985.0,2,1,1148.0,New York,Kings County,Brooklyn,Rockaway Avenue,40.6570214,-73.9072202,East New York Entrance,2113.6885879018414,1.0,21.0,0.0,1.0,1.0,1.0,7.0,11212
Co-op,437500.0,1,1,2184.207862,Queens County,Queens,Jackson Heights,35-15,40.7513972,-73.8824773,Elmhurst Avenue,1060.8593945817904,1.0,6.0,0.0,28.0,19.0,5.0,41.0,11372
Condo,1385000.0,1,2,875.0,New York County,New York,Manhattan,301,40.767078,-73.9831196,53rd Street & 7th Avenue at Northeast Corner,476.27326323373984,3.0,38.0,4.0,304.0,115.0,42.0,42.0,10019
Pending,769000.0,3,2,1170.0,New York,Richmond County,Staten Island,Neal Dow Avenue,40.6222601,-74.1349837,Bay Parkway & 66 Street,12979.867620877929,1.0,2.0,0.0,3.0,0.0,0.0,7.0,10314
Co-op,399000.0,1,1,2184.207862,New York County,New York,Manhattan,108,40.7797181,-73.9566929,East 86th Street & Lexington Avenue at Northwest Corner,75.19669699436064,11.0,50.0,1.0,165.0,61.0,15.0,54.0,10028
Co-op,318000.0,1,1,2184.207862,Queens County,Queens,Forest Hills,11035,40.7203199,-73.84052,Platform B Ramp,352.3518558845094,3.0,10.0,1.0,17.0,4.0,54.0,18.0,11375
Multi-family home,1580000.0,6,4,2184.207862,New York,Queens County,Queens,21st Avenue,40.77038,-73.8961042,Platform C,2732.8634196557123,0.0,4.0,0.0,36.0,37.0,0.0,19.0,11370
Co-op,1300000.0,2,2,2184.207862,New York County,New York,Manhattan,425,40.747844,-74.00189,Moynihan Train Hall,660.4388557184265,7.0,29.0,7.0,317.0,183.0,29.0,51.0,10011
Condo,625000.0,3,1,458.0,Kings County,Brooklyn,Greenpoint,173,40.7282026,-73.9504745,Bedford Av Subway Station L line,1290.710401452073,3.0,16.0,0.0,105.0,110.0,3.0,35.0,11222
Co-op,290000.0,3,1,2184.207862,New York County,New York,Manhattan,301,40.7631466,-73.9622114,63rd Street & 3rd Avenue at Northeast Corner,225.92885699910633,2.0,30.0,2.0,230.0,75.0,37.0,43.0,10065
Co-op,419000.0,2,1,1000.0,Kings County,Brooklyn,Coney Island,458,40.5794182,-73.9709078,Bay Parkway & 66 Street,3846.832147470657,2.0,5.0,0.0,17.0,8.0,4.0,12.0,11224
Co-op,448000.0,1,1,750.0,Kings County,Brooklyn,Windsor Terrace,221,40.6492641,-73.98034,Church Ave,483.5037858775371,22.0,28.0,0.0,62.0,23.0,0.0,33.0,11218
Pending,540000.0,2,2,823.0,Queens County,Queens,Jamaica,118-82,40.7059564,-73.8319922,Platform B,379.2487180998124,3.0,11.0,1.0,14.0,7.0,12.0,17.0,11415
House,549990.0,3,2,1782.0,New York,Bronx County,The Bronx,Coddington Avenue,40.8411589,-73.8265147,Castle Hill Avenue NE Corner,2241.223566379394,0.0,11.0,0.0,2.0,1.0,0.0,3.0,10461
Condo,299000.0,1,1,671.0,Bronx County,The Bronx,Melrose,837,40.8225186,-73.9117785,Southern Boulevard (exit only),1717.409566619074,1.0,74.0,1.0,3.0,3.0,4.0,13.0,10451
Contingent,840000.0,5,1,1182.0,New York,Richmond County,Staten Island,Leonard Avenue,40.6192205,-74.1425531,Bay Parkway & 66 Street,13597.447682491422,3.0,3.0,0.0,3.0,1.0,0.0,6.0,10302
Condo,1615000.0,4,5,1533.0415724,New York County,New York,Manhattan,551,40.7474926,-74.0072666,Moynihan Train Hall,1094.2007537691372,6.0,22.0,4.0,241.0,148.0,19.0,39.0,10011
Co-op,420000.0,3,2,1200.0,Queens County,Queens,Corona,99-11,40.7367277,-73.8586765,67th Avenue,1164.290735341224,2.0,5.0,0.0,20.0,8.0,19.0,29.0,11368
Multi-family home,1550000.0,7,3,2024.0,New York,Kings County,Brooklyn,Colonial Road,40.6384136,-74.0305401,Church Ave,4334.465503895657,7.0,5.0,0.0,47.0,9.0,0.0,21.0,11220
House,668888.0,3,2,2184.207862,New York,Richmond County,Staten Island,Hewitt Avenue,40.6078478,-74.0994376,Bay Parkway & 66 Street,9948.67620254838,0.0,2.0,0.0,1.0,0.0,1.0,6.0,10301
Condo,225000.0,3,1,2184.207862,Kings County,Brooklyn,East New York,971,40.6570179,-73.8781548,East New York Entrance,2941.7936167813823,1.0,3.0,0.0,0.0,0.0,0.0,3.0,11207
Condo,975000.0,2,1,1164.0,New York County,New York,Manhattan,20,40.7061841,-74.0156098,Greenwich St & Vesey St,769.4530851965025,4.0,15.0,2.0,154.0,40.0,12.0,26.0,10004
Townhouse,1900000.0,4,4,2184.207862,New York,Kings County,Brooklyn,Hawthorne Street,40.6577472,-73.9484157,Eastern Parkway - Brooklyn Museum,2058.8565055428953,18.0,32.0,0.0,32.0,16.0,0.0,17.0,11225
Co-op,450500.0,2,1,1200.0,Queens County,Queens,Whitestone,16241,40.7941499,-73.79959,Platform A,3595.3286133569495,0.0,4.0,0.0,0.0,1.0,0.0,0.0,11357
Co-op,399000.0,3,2,2184.207862,New York,Kings County,Brooklyn,2475,40.5866482,-73.9845156,Bay Parkway & 66 Street,2933.304968004647,2.0,3.0,0.0,18.0,6.0,3.0,10.0,11214
Pending,249000.0,2,1,900.0,New York,Bronx County,The Bronx,Henry Hudson Parkway West,40.8808392,-73.9191025,190th St (A) lower level,2692.354235028518,0.0,11.0,0.0,7.0,8.0,5.0,7.0,10463
Co-op,175000.0,3,1,2184.207862,Queens County,Queens,Rego Park,99-40,40.7324206,-73.8555724,67th Avenue,623.5170470626501,2.0,6.0,0.0,23.0,5.0,22.0,24.0,11374
Co-op,720000.0,1,1,2184.207862,Kings County,Brooklyn,Cobble Hill,220,40.687871,-73.994454,4th Ave - 9th Street (R) to Bay Ridge,1983.3916472291148,53.0,32.0,1.0,163.0,79.0,2.0,53.0,11201
Townhouse,2137000.0,6,5,3552.0,New York,New York County,New York,MacDougal Street,40.7283165,-74.0017116,Broadway & Houston Street at Northeast Corner,545.7332035446096,10.0,47.0,6.0,425.0,329.0,14.0,88.0,10012
Co-op,2150000.0,2,2,2184.207862,New York County,New York,Manhattan,1035,40.7805609,-73.9608663,East 86th Street & Lexington Avenue at Northwest Corner,436.7843300589153,14.0,55.0,1.0,187.0,67.0,21.0,58.0,10028
House,1388800.0,6,4,2146.0,New York,Richmond County,Staten Island,Douglas Road,40.6066676,-74.093461,Bay Parkway & 66 Street,9452.690403456449,0.0,2.0,0.0,2.0,0.0,1.0,5.0,10304
Multi-family home,1400000.0,6,2,1600.0,New York,Bronx County,The Bronx,Arthur Avenue,40.8561226,-73.8873536,182-183 Street,1101.0279208923246,0.0,37.0,0.0,1.0,3.0,7.0,15.0,10458
Condo,2250000.0,3,2,2184.207862,Kings County,Brooklyn,Park Slope,353,40.6731905,-73.9835999,4th Ave - 9th Street (R) to Queens,515.995185210042,67.0,35.0,0.0,199.0,98.0,3.0,63.0,11215
Multi-family home,1170000.0,5,4,3120.0,New York,Kings County,Brooklyn,Mill Avenue,40.6090159,-73.9118129,Bay Parkway & 66 Street,5962.559118676241,0.0,1.0,0.0,2.0,0.0,2.0,3.0,11234
Condo,350000.0,3,2,2184.207862,Bronx County,The Bronx,Woodstock,527D,40.8203804,-73.9109368,Southern Boulevard (exit only),1633.9603329983877,1.0,66.0,1.0,3.0,3.0,4.0,10.0,10455
Contingent,748800.0,3,2,1242.0,New York,Richmond County,Staten Island,Buel Avenue,40.5831679,-74.0887805,Bay Parkway & 66 Street,9620.263997878574,0.0,1.0,0.0,3.0,0.0,0.0,5.0,10305
Condo,469000.0,2,1,780.0,Queens County,Queens,Flushing,104-33,40.751236,-73.8610379,Mets-Willets Point LIRR Platform,1446.664161358868,0.0,3.0,0.0,14.0,8.0,4.0,27.0,11368
Condo,1355000.0,3,2,2184.207862,Kings County,Brooklyn,Sunset Park,316,40.6588717,-73.9912442,"7th Avenue (F,G)",1292.635403499151,30.0,23.0,0.0,98.0,36.0,0.0,32.0,11215
Multi-family home,1099000.0,6,5,2184.207862,New York,Kings County,Brooklyn,Vermont Street,40.6738741,-73.8941707,East New York Entrance,755.1493698255707,2.0,12.0,0.0,3.0,4.0,3.0,10.0,11207
Pending,250000.0,1,1,2184.207862,New York,Kings County,Brooklyn,Brighton 8th Street,40.5838809,-73.9614297,Bay Parkway & 66 Street,3675.340231521095,2.0,5.0,0.0,22.0,7.0,3.0,15.0,11235
Co-op,2250000.0,2,2,2184.207862,New York County,New York,Manhattan,825,40.7670351,-73.970568,East 60th Street & Lexington Avenue at Northwest Corner,504.7656994255566,3.0,47.0,4.0,323.0,116.0,49.0,55.0,10065
Co-op,288800.0,2,1,2184.207862,New York,Queens County,Queens,Vleigh Place,40.7198854,-73.8209128,Union Turnpike / Kew Gardens,1033.190441528955,3.0,10.0,1.0,16.0,8.0,41.0,17.0,11367
Condo,285000.0,1,1,613.0,Richmond County,Staten Island,Shore Acres,20,40.6109595,-74.060351,Bay Parkway & 66 Street,6628.093277689175,0.0,1.0,0.0,2.0,1.0,0.0,1.0,10305
Co-op,399000.0,3,1,2184.207862,New York County,New York,Manhattan,512,40.8323885,-73.9433069,Saint Nicholas Ave & 155th St at NW Corner,202.852497181581,1.0,28.0,2.0,18.0,5.0,4.0,14.0,10032
Condo,489000.0,2,2,1100.0,Kings County,Brooklyn,Bergen Beach,1075,40.6280579,-73.9171101,East New York Entrance,5433.382113809877,0.0,6.0,0.0,4.0,0.0,2.0,3.0,11234
Multi-family home,1098000.0,3,3,1155.0,New York,Queens County,Queens,34th Avenue,40.7668927,-73.787636,Platform B,1240.3589565065822,0.0,5.0,0.0,9.0,3.0,0.0,2.0,11361
House,1750000.0,4,1,2184.207862,New York,Queens County,Queens,212th Street,40.7642941,-73.7730781,Platform A - Overpass,146.77769883603943,1.0,1.0,0.0,11.0,2.0,0.0,2.0,11361
Multi-family home,999999.0,5,2,3023.0,New York,Kings County,Brooklyn,East 37th Street,40.6350854,-73.9408271,Church Ave,3401.278179724421,2.0,15.0,0.0,7.0,3.0,2.0,2.0,11210
Co-op,1890000.0,2,2,2184.207862,New York County,New York,Manhattan,45,40.7716485,-73.9646206,East 68th Street & Lexington Avenue at Northwest Corner,407.3930488927272,4.0,57.0,2.0,240.0,94.0,31.0,55.0,10021
Co-op,180000.0,3,1,500.0,Queens County,Queens,Jackson Heights,9011,40.7525699,-73.87724,Elmhurst Avenue,1239.832358100458,1.0,7.0,0.0,21.0,18.0,6.0,40.0,11372
Pending,1600000.0,6,2,2128.0,New York,Kings County,Brooklyn,Sterling Street,40.6630373,-73.9558549,Eastern Parkway - Brooklyn Museum,1206.8440219064082,19.0,32.0,0.0,57.0,30.0,3.0,29.0,11225
Condo,2037000.0,4,4,2918.0,New York County,New York,Manhattan,1049,40.7810722,-73.9599463,East 86th Street & Lexington Avenue at Northwest Corner,379.3057068275107,13.0,54.0,1.0,184.0,66.0,20.0,58.0,10028
Co-op,897000.0,4,2,1612.0831448000001,New York County,New York,Manhattan,14,40.7213533,-74.0032588,Broadway & Houston Street at Southeast Corner,705.915785463336,8.0,35.0,5.0,406.0,277.0,14.0,82.0,10013
Co-op,2393800.0,2,2,1525.0,New York County,New York,Manhattan,2,40.7268776,-74.0038573,Broadway & Houston Street at Southeast Corner,637.9073658853779,8.0,41.0,5.0,411.0,312.0,14.0,79.0,10014
Condo,1050000.0,4,2,2800.0,Kings County,Brooklyn,Borough Park,1025,40.6408974,-73.9954451,Church Ave,1356.4585180655292,3.0,20.0,0.0,43.0,13.0,0.0,39.0,11219
House,799000.0,3,2,1000.0,New York,Kings County,Brooklyn,East 13th Street,40.5907198,-73.956552,Bay Parkway & 66 Street,3284.333278647052,2.0,20.0,1.0,20.0,4.0,3.0,18.0,11235
Condo,698000.0,1,1,721.0,New York County,New York,Manhattan,18,40.7148425,-73.9934391,East Broadway (F),270.0712136186661,13.0,36.0,4.0,382.0,255.0,14.0,80.0,10002
Multi-family home,1699000.0,6,2,2184.207862,New York,Kings County,Brooklyn,78th Street,40.629645,-74.0292549,Bay Parkway & 66 Street,4399.356599586712,8.0,4.0,0.0,53.0,9.0,1.0,23.0,11209
Condo,558000.0,2,1,747.0,Queens County,Queens,Flushing,2240,40.7677997,-73.8900207,Platform C,2626.842589988962,0.0,3.0,0.0,19.0,30.0,1.0,21.0,11370
Condo,1900000.0,2,2,1035.0,New York County,New York,Manhattan,220,40.7642638,-73.9626394,63rd Street & 3rd Avenue at Northeast Corner,158.77560503903834,2.0,32.0,2.0,238.0,82.0,37.0,43.0,10065
Condo,2150000.0,3,3,1315.0,New York County,New York,Manhattan,389,40.7791164,-73.9482901,86th Street & 2nd Avenue at Northeast Corner,301.0473104204319,3.0,37.0,1.0,111.0,40.0,10.0,40.0,10128
House,769000.0,2,2,992.0,New York,Queens County,Queens,150th Street,40.7810618,-73.8144859,Platform A,2019.5675403245673,0.0,5.0,0.0,4.0,1.0,0.0,2.0,11357
Multi-family home,1249999.0,6,3,3491.0,New York,Bronx County,The Bronx,Post Road,40.8961697,-73.8978853,Bedford park Blvd.,2762.025218492268,0.0,10.0,0.0,5.0,2.0,7.0,5.0,10471
Co-op,329000.0,1,1,850.0,Kings County,Brooklyn,Coney Island,464,40.5792324,-73.9713245,Bay Parkway & 66 Street,3858.364533474694,2.0,5.0,0.0,17.0,8.0,4.0,12.0,11224
Co-op,275000.0,1,1,650.0,New York County,New York,Manhattan,2053,40.807254,-73.949107,Lenox Avenue & 125th Street at Southwest Corner,287.80825522843867,5.0,62.0,2.0,74.0,20.0,3.0,40.0,10027
Co-op,438000.0,1,1,900.0,Queens County,Queens,Flushing,14205,40.7607942,-73.8258766,7 Train Escalator Entrance,233.50312881423227,0.0,10.0,0.0,28.0,5.0,6.0,29.0,11354
Condo,568000.0,1,1,680.0,New York,Queens County,Queens,97th Place,40.733048,-73.8612179,67th Avenue,944.291156788427,2.0,6.0,0.0,22.0,5.0,23.0,25.0,11374
Co-op,2150000.0,3,2,2300.0,New York County,New York,Manhattan,52,40.7840425,-73.9833243,Broadway & 86th St,726.2172819682431,10.0,31.0,1.0,101.0,38.0,25.0,26.0,10024
House,750000.0,2,2,2184.207862,Kings County,Brooklyn,Bedford-Stuyvesant,454,40.6834662,-73.9504976,Nostrand Avenue Station Entrance,552.9766120484649,16.0,24.0,1.0,129.0,78.0,5.0,50.0,11216
Pending,999999.0,5,3,2184.207862,New York,Queens County,Queens,113th Street,40.6941485,-73.8335209,111 Street,448.0893739519524,2.0,13.0,0.0,6.0,9.0,3.0,12.0,11418
Pending,1995000.0,2,2,2184.207862,New York,Kings County,Brooklyn,Sherman Street,40.652842,-73.974441,Church Ave,998.3638163578898,31.0,39.0,0.0,70.0,27.0,0.0,32.0,11218
House,989000.0,4,3,1305.0,New York,Queens County,Queens,267th Street,40.743303,-73.7039503,Platform B,2029.4861021425183,0.0,4.0,0.0,3.0,2.0,7.0,10.0,11004
Co-op,499000.0,3,2,1266.0,Queens County,Queens,Forest Hills,61-20,40.7379227,-73.8470718,67th Avenue,1310.4137232592802,2.0,3.0,0.0,20.0,6.0,47.0,22.0,11375
Condo,1199999.0,2,2,1197.0,New York,Kings County,Brooklyn,Meserole Street,40.7081991,-73.9438121,Bedford Av Subway Station L line,1572.685538436467,3.0,49.0,1.0,120.0,153.0,1.0,35.0,11206
House,580880.0,4,2,1504.0,New York,Kings County,Brooklyn,Schenectady Avenue,40.6492194,-73.933307,Nostrand Avenue Station Entrance,3422.239986240666,1.0,28.0,0.0,2.0,3.0,0.0,4.0,11203
Co-op,1399000.0,1,1,2184.207862,New York County,New York,Manhattan,100,40.7869306,-73.980845,Broadway & 86th St,371.26536556559626,11.0,31.0,1.0,92.0,37.0,22.0,25.0,10024
Condo,630000.0,2,2,2184.207862,New York,Queens County,Queens,115th Street,40.7903558,-73.8528872,7 Train Stair Entrance,3907.873347052705,0.0,1.0,0.0,1.0,0.0,0.0,2.0,11356
Co-op,460000.0,1,1,950.0,Kings County,Brooklyn,Bay Ridge,7423,40.6323374,-74.0301041,Church Ave,4429.8255916860835,8.0,5.0,0.0,52.0,9.0,1.0,23.0,11209
Condo,1649000.0,3,2,2184.207862,New York County,New York,Manhattan,401,40.7787875,-73.9473234,86th Street & 2nd Avenue at Northeast Corner,363.4002905114329,4.0,37.0,1.0,110.0,40.0,10.0,41.0,10128
Co-op,990600.0,4,3,1735.6831448,New York,New York County,New York,East 57th Street,40.7588099,-73.9645276,East 53rd Street & 3rd Avenue at Northeast Corner,405.5334061582252,8.0,28.0,5.0,263.0,77.0,47.0,47.0,10022
Condo,845000.0,1,1,692.0,New York County,New York,Manhattan,510,40.771604,-73.949419,83rd Street & 2nd Avenue at Northeast Corner,571.6130920543203,4.0,36.0,1.0,129.0,48.0,14.0,44.0,10075
Co-op,160000.0,1,1,2184.207862,Bronx County,The Bronx,North Riverdale,5601,40.9048823,-73.9051113,Bedford park Blvd.,3879.496375024676,0.0,11.0,0.0,3.0,1.0,9.0,4.0,10471
House,729000.0,3,2,1854.0,New York,Kings County,Brooklyn,Mermaid Avenue,40.5749619,-73.9982799,Bay Parkway & 66 Street,4440.899374444132,0.0,0.0,0.0,4.0,4.0,1.0,2.0,11224
Condo,995000.0,1,1,2184.207862,New York County,New York,Manhattan,382,40.7935585,-73.9656011,Broadway & 86th St,1112.3432508209785,14.0,41.0,1.0,130.0,44.0,16.0,50.0,10025
Co-op,565000.0,4,1,1024.0,New York County,New York,Manhattan,54,40.807789,-73.938228,Lenox Avenue & 125th Street at Northeast Corner,590.7333892516691,0.0,75.0,2.0,42.0,11.0,0.0,34.0,10035
House,875000.0,2,1,1050.0,New York,Kings County,Brooklyn,West 7th Street,40.5949166,-73.9779852,Bay Parkway & 66 Street,2037.470035722341,1.0,13.0,1.0,15.0,2.0,2.0,11.0,11223
Co-op,248000.0,1,1,800.0,Queens County,Queens,Flushing,14220,40.7741978,-73.8256676,Platform A,1569.722095944824,0.0,6.0,0.0,22.0,3.0,5.0,19.0,11354
House,1295000.0,3,2,2184.207862,New York,Kings County,Brooklyn,East 10th Street,40.6189992,-73.9648549,Bay Parkway & 66 Street,1602.3633732723974,1.0,29.0,1.0,15.0,2.0,4.0,17.0,11230
Condo,748400.0,3,4,2039.1247172000003,New York County,New York,Manhattan,213,40.7445521,-73.9963339,Moynihan Train Hall,685.9940922978138,11.0,37.0,8.0,424.0,218.0,32.0,68.0,10011
Co-op,330000.0,2,1,2184.207862,Queens County,Queens,Rego Park,6615,40.7256799,-73.85726,67th Avenue,332.2840424728819,3.0,6.0,0.0,19.0,3.0,25.0,19.0,11374
Townhouse,1077800.0,5,4,1947.3662896,New York,New York County,New York,East 71st Street,40.7685714,-73.959526,72nd Street & 2nd Avenue at Southeast Corner,99.6837570869697,2.0,40.0,1.0,186.0,73.0,23.0,46.0,10021
Multi-family home,789000.0,4,2,2184.207862,New York,Queens County,Queens,113th Avenue,40.7029196,-73.7500482,Platform A,1611.2747285552434,0.0,8.0,0.0,1.0,0.0,0.0,8.0,11412
House,562398.0,3,4,2184.207862,New York,Bronx County,The Bronx,Independence Avenue,40.8984527,-73.9105843,Bedford park Blvd.,3459.940269308535,0.0,9.0,0.0,5.0,1.0,9.0,5.0,10471
Condo,1776600.0,3,3,1820.0,Kings County,Brooklyn,Park Slope,675,40.6779373,-73.981685,4th Ave - 9th Street (R) to Queens,1015.1420545234428,74.0,41.0,1.0,235.0,113.0,3.0,75.0,11217
Multi-family home,467400.0,2,2,1530.2831448000002,New York,Queens County,Queens,95th Street,40.7514679,-73.8726192,Elmhurst Avenue,1300.6825074383212,1.0,8.0,0.0,21.0,18.0,6.0,42.0,11372
Multi-family home,1499000.0,3,2,3090.0,New York,Kings County,Brooklyn,50th Street,40.6416317,-74.0049828,Church Ave,2143.2356056737926,2.0,14.0,0.0,56.0,14.0,0.0,31.0,11220
Condo,1599000.0,2,2,1400.0,New York County,New York,Manhattan,1600,40.7601775,-73.9843631,53rd Street & 7th Avenue at Southeast Corner,368.7680967685712,7.0,37.0,6.0,352.0,149.0,61.0,53.0,10019
House,549000.0,2,2,1148.0,New York,Kings County,Brooklyn,Thomas S Boyland Street,40.6658988,-73.9124097,East New York Entrance,1364.866913224888,1.0,23.0,0.0,5.0,2.0,3.0,9.0,11212
Condo,249999.0,1,1,596.0,Richmond County,Staten Island,West Brighton,215,40.6299335,-74.0999243,Bay Parkway & 66 Street,10147.56570520291,2.0,4.0,0.0,4.0,1.0,1.0,1.0,10301
Multi-family home,1149000.0,2,2,1472.0,New York,Kings County,Brooklyn,West 2nd Street,40.6078291,-73.9755535,Bay Parkway & 66 Street,796.2697276473504,1.0,25.0,1.0,23.0,1.0,3.0,18.0,11223
Co-op,219000.0,1,1,780.0,Queens County,Queens,Richmond Hill,8610,40.6981799,-73.83976,111 Street,251.13698195433616,2.0,14.0,1.0,8.0,8.0,4.0,13.0,11418
Co-op,499000.0,3,1,2184.207862,New York County,New York,Manhattan,284,40.7460725,-73.9865041,34th Street & Broadway at Northwest Corner,464.7631710224917,11.0,33.0,8.0,449.0,219.0,52.0,71.0,10001
Co-op,449000.0,1,2,1130.0,Queens County,Queens,Glen Oaks,269-10,40.7578216,-73.7159784,Platform B,2808.0831777693293,0.0,4.0,0.0,2.0,1.0,4.0,3.0,11005
Condo,879000.0,2,2,1278.0,New York County,New York,Manhattan,435,40.7962956,-73.9334096,East 116th Street & Lexington Avenue at Northeast Corner,726.85542986987,1.0,50.0,0.0,31.0,7.0,2.0,25.0,10035
Co-op,650000.0,1,1,800.0,New York County,New York,Manhattan,500,40.7735711,-73.9481587,83rd Street & 2nd Avenue at Northeast Corner,480.86817876679635,4.0,35.0,1.0,125.0,47.0,15.0,45.0,10028
Condo,750000.0,2,2,732.0,Kings County,Brooklyn,Bushwick,109,40.6996109,-73.9302507,Dekalb Ave & Wycoff Ave - SW Corner,1051.7905693342295,1.0,37.0,1.0,95.0,107.0,2.0,37.0,11206
Condo,780000.0,2,2,847.0,Queens County,Queens,Flushing,158-16,40.7209348,-73.808761,"Hillside Ave 169 St, Northwest corner",1723.4268658586204,2.0,8.0,0.0,12.0,5.0,24.0,21.0,11366
